"","X","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","Census_Division","Census_Region","stabbrs","rate.per.100k_lcl","rate.per.100k_med","rate.per.100k_ucl","rate.per.100k_mean","state.reorder"
"14673",633,23,27,0,1,"Cardiovascular","White","Female","Minnesota",1995,"West North Central","Midwest","MN",237.945128520469,242.820528561109,247.808076517655,242.820528561109,"Minnesota"
"14674",634,23,27,0,1,"Communicable","White","Female","Minnesota",1995,"West North Central","Midwest","MN",30.4817708674082,32.0169227540678,33.5217278828136,32.0169227540678,"Minnesota"
"14675",635,23,27,0,1,"Injuries","White","Female","Minnesota",1995,"West North Central","Midwest","MN",27.4415591507196,28.5269753252593,29.622587500991,28.5269753252593,"Minnesota"
"14676",636,23,27,0,1,"Non-communicable","White","Female","Minnesota",1995,"West North Central","Midwest","MN",64.6313225365136,66.7726639017357,69.1477860967507,66.7726639017357,"Minnesota"
"14677",637,23,27,1,0,"All other causes","Black","Male","Minnesota",1995,"West North Central","Midwest","MN",171.266556700448,202.674138050337,239.906729886189,202.674138050337,"Minnesota"
"14678",638,23,27,1,0,"Cancers","Black","Male","Minnesota",1995,"West North Central","Midwest","MN",307.695276305341,351.463921522599,401.625358432684,351.463921522599,"Minnesota"
"14679",639,23,27,1,0,"Cardiovascular","Black","Male","Minnesota",1995,"West North Central","Midwest","MN",350.096911126036,397.174910913788,454.699184045346,397.174910913788,"Minnesota"
"14680",640,23,27,1,0,"Communicable","Black","Male","Minnesota",1995,"West North Central","Midwest","MN",74.1196796366566,97.7407157412935,129.547620025068,97.7407157412935,"Minnesota"
"14681",641,23,27,1,0,"Injuries","Black","Male","Minnesota",1995,"West North Central","Midwest","MN",103.943165956957,115.120590674015,129.542258848949,115.120590674015,"Minnesota"
"14682",642,23,27,1,0,"Non-communicable","Black","Male","Minnesota",1995,"West North Central","Midwest","MN",105.089853690915,120.839943475838,149.735226175094,120.839943475838,"Minnesota"
"14683",643,23,27,1,1,"All other causes","Black","Female","Minnesota",1995,"West North Central","Midwest","MN",131.947693925364,151.917804436107,172.858855831333,151.917804436107,"Minnesota"
"14684",644,23,27,1,1,"Cancers","Black","Female","Minnesota",1995,"West North Central","Midwest","MN",155.307190151523,182.259882126409,210.445145973015,182.259882126409,"Minnesota"
"14685",645,23,27,1,1,"Cardiovascular","Black","Female","Minnesota",1995,"West North Central","Midwest","MN",263.402677449007,300.132007791739,342.257796575871,300.132007791739,"Minnesota"
"14686",646,23,27,1,1,"Communicable","Black","Female","Minnesota",1995,"West North Central","Midwest","MN",39.3702826501404,51.0929516003784,67.8395173894773,51.0929516003784,"Minnesota"
"14687",647,23,27,1,1,"Injuries","Black","Female","Minnesota",1995,"West North Central","Midwest","MN",33.3636704647026,38.4859971869694,44.4415926690124,38.4859971869694,"Minnesota"
"14688",648,23,27,1,1,"Non-communicable","Black","Female","Minnesota",1995,"West North Central","Midwest","MN",79.1336366324162,94.1033862067661,116.353924954451,94.1033862067661,"Minnesota"
"14689",649,23,28,0,0,"All other causes","White","Male","Minnesota",1996,"West North Central","Midwest","MN",138.93091971869,142.870266682888,146.934028383878,142.870266682888,"Minnesota"
"14690",650,23,28,0,0,"Cancers","White","Male","Minnesota",1996,"West North Central","Midwest","MN",236.56668536823,241.184062208007,245.936509830648,241.184062208007,"Minnesota"
"14691",651,23,28,0,0,"Cardiovascular","White","Male","Minnesota",1996,"West North Central","Midwest","MN",382.114032623742,389.556085611904,398.21710188569,389.556085611904,"Minnesota"
"14692",652,23,28,0,0,"Communicable","White","Male","Minnesota",1996,"West North Central","Midwest","MN",46.8816252928733,49.6749991845705,52.4443760935976,49.6749991845705,"Minnesota"
"14693",653,23,28,0,0,"Injuries","White","Male","Minnesota",1996,"West North Central","Midwest","MN",65.7584606605042,67.8145816425008,69.9644803640576,67.8145816425008,"Minnesota"
"14694",654,23,28,0,0,"Non-communicable","White","Male","Minnesota",1996,"West North Central","Midwest","MN",105.915115218939,109.09560814739,112.615249469311,109.09560814739,"Minnesota"
"14695",655,23,28,0,1,"All other causes","White","Female","Minnesota",1996,"West North Central","Midwest","MN",110.150187682584,112.94789254517,115.735046228559,112.94789254517,"Minnesota"
"14696",656,23,28,0,1,"Cancers","White","Female","Minnesota",1996,"West North Central","Midwest","MN",158.317007424791,161.127793648964,164.224148145097,161.127793648964,"Minnesota"
"14697",657,23,28,0,1,"Cardiovascular","White","Female","Minnesota",1996,"West North Central","Midwest","MN",228.619873723745,233.80067692396,238.268823260972,233.80067692396,"Minnesota"
"14698",658,23,28,0,1,"Communicable","White","Female","Minnesota",1996,"West North Central","Midwest","MN",26.2970634229849,27.639833577623,28.9999821770109,27.639833577623,"Minnesota"
"14699",659,23,28,0,1,"Injuries","White","Female","Minnesota",1996,"West North Central","Midwest","MN",27.3765990782621,28.4318968351881,29.4954493621454,28.4318968351881,"Minnesota"
"14700",660,23,28,0,1,"Non-communicable","White","Female","Minnesota",1996,"West North Central","Midwest","MN",66.2097739518852,68.3717010899572,70.5917808619055,68.3717010899572,"Minnesota"
"14701",661,23,28,1,0,"All other causes","Black","Male","Minnesota",1996,"West North Central","Midwest","MN",169.250952970192,198.533663027353,233.810388913206,198.533663027353,"Minnesota"
"14702",662,23,28,1,0,"Cancers","Black","Male","Minnesota",1996,"West North Central","Midwest","MN",302.569531416221,345.34559225612,390.452060130315,345.34559225612,"Minnesota"
"14703",663,23,28,1,0,"Cardiovascular","Black","Male","Minnesota",1996,"West North Central","Midwest","MN",337.935122593794,387.828632811634,442.364937563029,387.828632811634,"Minnesota"
"14704",664,23,28,1,0,"Communicable","Black","Male","Minnesota",1996,"West North Central","Midwest","MN",72.9354356076225,93.8440776387663,125.534407492316,93.8440776387663,"Minnesota"
"14705",665,23,28,1,0,"Injuries","Black","Male","Minnesota",1996,"West North Central","Midwest","MN",101.496842895541,112.305343513181,126.026139035596,112.305343513181,"Minnesota"
"14706",666,23,28,1,0,"Non-communicable","Black","Male","Minnesota",1996,"West North Central","Midwest","MN",105.500348509983,120.54757342794,150.288494089753,120.54757342794,"Minnesota"
"14707",667,23,28,1,1,"All other causes","Black","Female","Minnesota",1996,"West North Central","Midwest","MN",134.216876782017,152.84368114581,173.45279941291,152.84368114581,"Minnesota"
"14708",668,23,28,1,1,"Cancers","Black","Female","Minnesota",1996,"West North Central","Midwest","MN",154.283441113361,180.134336258374,207.517011131829,180.134336258374,"Minnesota"
"14709",669,23,28,1,1,"Cardiovascular","Black","Female","Minnesota",1996,"West North Central","Midwest","MN",259.020292188105,292.997927984492,332.279729418864,292.997927984492,"Minnesota"
"14710",670,23,28,1,1,"Communicable","Black","Female","Minnesota",1996,"West North Central","Midwest","MN",39.0609975531137,50.068855142187,65.9516745658834,50.068855142187,"Minnesota"
"14711",671,23,28,1,1,"Injuries","Black","Female","Minnesota",1996,"West North Central","Midwest","MN",32.6082865128164,37.6763571717812,43.5501305898961,37.6763571717812,"Minnesota"
"14712",672,23,28,1,1,"Non-communicable","Black","Female","Minnesota",1996,"West North Central","Midwest","MN",80.5956192397524,95.7271433664449,118.3844025898,95.7271433664449,"Minnesota"
"14713",673,23,29,0,0,"All other causes","White","Male","Minnesota",1997,"West North Central","Midwest","MN",141.124607878431,145.029086930514,149.101658012554,145.029086930514,"Minnesota"
"14714",674,23,29,0,0,"Cancers","White","Male","Minnesota",1997,"West North Central","Midwest","MN",234.003397126561,238.833250380753,243.802297250632,238.833250380753,"Minnesota"
"14715",675,23,29,0,0,"Cardiovascular","White","Male","Minnesota",1997,"West North Central","Midwest","MN",361.311085951944,369.511576683335,377.267195071443,369.511576683335,"Minnesota"
"14716",676,23,29,0,0,"Communicable","White","Male","Minnesota",1997,"West North Central","Midwest","MN",44.0585773236907,46.7164197580838,49.5613738473108,46.7164197580838,"Minnesota"
"14717",677,23,29,0,0,"Injuries","White","Male","Minnesota",1997,"West North Central","Midwest","MN",65.2505165140115,67.2065315479124,69.2819155685734,67.2065315479124,"Minnesota"
"14718",678,23,29,0,0,"Non-communicable","White","Male","Minnesota",1997,"West North Central","Midwest","MN",107.884160563331,111.076289479851,114.345087954092,111.076289479851,"Minnesota"
"14719",679,23,29,0,1,"All other causes","White","Female","Minnesota",1997,"West North Central","Midwest","MN",114.914621906233,117.710252840138,120.42613619238,117.710252840138,"Minnesota"
"14720",680,23,29,0,1,"Cancers","White","Female","Minnesota",1997,"West North Central","Midwest","MN",156.22834495036,158.957837155663,161.922995162503,158.957837155663,"Minnesota"
"14721",681,23,29,0,1,"Cardiovascular","White","Female","Minnesota",1997,"West North Central","Midwest","MN",218.841124502987,223.091958527797,227.497636376587,223.091958527797,"Minnesota"
"14722",682,23,29,0,1,"Communicable","White","Female","Minnesota",1997,"West North Central","Midwest","MN",27.2462955647127,28.7411987548085,30.1729152422873,28.7411987548085,"Minnesota"
"14723",683,23,29,0,1,"Injuries","White","Female","Minnesota",1997,"West North Central","Midwest","MN",27.4367209596195,28.5228332809374,29.554925864795,28.5228332809374,"Minnesota"
"14724",684,23,29,0,1,"Non-communicable","White","Female","Minnesota",1997,"West North Central","Midwest","MN",66.7090226915766,68.9192930187484,71.297906238234,68.9192930187484,"Minnesota"
"14725",685,23,29,1,0,"All other causes","Black","Male","Minnesota",1997,"West North Central","Midwest","MN",165.355303906717,196.248864620454,233.378477693856,196.248864620454,"Minnesota"
"14726",686,23,29,1,0,"Cancers","Black","Male","Minnesota",1997,"West North Central","Midwest","MN",299.775071193429,339.313050040148,384.327054511762,339.313050040148,"Minnesota"
"14727",687,23,29,1,0,"Cardiovascular","Black","Male","Minnesota",1997,"West North Central","Midwest","MN",331.275981724548,376.83145156642,428.423725587723,376.83145156642,"Minnesota"
"14728",688,23,29,1,0,"Communicable","Black","Male","Minnesota",1997,"West North Central","Midwest","MN",68.6487895568586,88.1299724296858,115.205047677777,88.1299724296858,"Minnesota"
"14729",689,23,29,1,0,"Injuries","Black","Male","Minnesota",1997,"West North Central","Midwest","MN",98.9558306036953,109.644983139285,123.214069408613,109.644983139285,"Minnesota"
"14730",690,23,29,1,0,"Non-communicable","Black","Male","Minnesota",1997,"West North Central","Midwest","MN",105.576485756873,120.813040274163,150.110531771416,120.813040274163,"Minnesota"
"14731",691,23,29,1,1,"All other causes","Black","Female","Minnesota",1997,"West North Central","Midwest","MN",134.523249571015,152.929459074569,172.972931082774,152.929459074569,"Minnesota"
"14732",692,23,29,1,1,"Cancers","Black","Female","Minnesota",1997,"West North Central","Midwest","MN",153.654217821039,178.193161952758,204.916450652281,178.193161952758,"Minnesota"
"14733",693,23,29,1,1,"Cardiovascular","Black","Female","Minnesota",1997,"West North Central","Midwest","MN",248.002092634132,283.007694502549,320.962819216526,283.007694502549,"Minnesota"
"14734",694,23,29,1,1,"Communicable","Black","Female","Minnesota",1997,"West North Central","Midwest","MN",37.9151913818851,48.3131721780239,63.6692670732428,48.3131721780239,"Minnesota"
"14735",695,23,29,1,1,"Injuries","Black","Female","Minnesota",1997,"West North Central","Midwest","MN",32.0553927778158,36.8855819037787,42.3905745332971,36.8855819037787,"Minnesota"
"14736",696,23,29,1,1,"Non-communicable","Black","Female","Minnesota",1997,"West North Central","Midwest","MN",81.3529132155962,97.1662387844997,120.296138723513,97.1662387844997,"Minnesota"
"14737",697,23,30,0,0,"All other causes","White","Male","Minnesota",1998,"West North Central","Midwest","MN",142.648111981135,146.838964279106,150.770815544603,146.838964279106,"Minnesota"
"14738",698,23,30,0,0,"Cancers","White","Male","Minnesota",1998,"West North Central","Midwest","MN",230.298679350662,234.687508751025,239.71024816052,234.687508751025,"Minnesota"
"14739",699,23,30,0,0,"Cardiovascular","White","Male","Minnesota",1998,"West North Central","Midwest","MN",346.246270431765,353.623525621465,362.040354871642,353.623525621465,"Minnesota"
"14740",700,23,30,0,0,"Communicable","White","Male","Minnesota",1998,"West North Central","Midwest","MN",41.4785325339569,43.8855278276834,46.6320541155486,43.8855278276834,"Minnesota"
"14741",701,23,30,0,0,"Injuries","White","Male","Minnesota",1998,"West North Central","Midwest","MN",64.40380109965,66.365206387728,68.3129364487889,66.365206387728,"Minnesota"
"14742",702,23,30,0,0,"Non-communicable","White","Male","Minnesota",1998,"West North Central","Midwest","MN",110.263993764292,113.560586867901,117.009754865427,113.560586867901,"Minnesota"
"14743",703,23,30,0,1,"All other causes","White","Female","Minnesota",1998,"West North Central","Midwest","MN",117.857665427917,120.750300688619,123.501006423175,120.750300688619,"Minnesota"
"14744",704,23,30,0,1,"Cancers","White","Female","Minnesota",1998,"West North Central","Midwest","MN",155.495354455107,158.675891628951,161.906989059513,158.675891628951,"Minnesota"
"14745",705,23,30,0,1,"Cardiovascular","White","Female","Minnesota",1998,"West North Central","Midwest","MN",211.466907469726,215.584392589954,220.147449030678,215.584392589954,"Minnesota"
"14746",706,23,30,0,1,"Communicable","White","Female","Minnesota",1998,"West North Central","Midwest","MN",27.8124170838278,29.1944311222782,30.6589361335572,29.1944311222782,"Minnesota"
"14747",707,23,30,0,1,"Injuries","White","Female","Minnesota",1998,"West North Central","Midwest","MN",27.5451611424674,28.6528204583475,29.7596095134095,28.6528204583475,"Minnesota"
"14748",708,23,30,0,1,"Non-communicable","White","Female","Minnesota",1998,"West North Central","Midwest","MN",71.3857231793544,73.6573794933341,76.3133869152194,73.6573794933341,"Minnesota"
"14749",709,23,30,1,0,"All other causes","Black","Male","Minnesota",1998,"West North Central","Midwest","MN",163.998584544868,193.863625893571,228.846526108992,193.863625893571,"Minnesota"
"14750",710,23,30,1,0,"Cancers","Black","Male","Minnesota",1998,"West North Central","Midwest","MN",295.209623726057,330.862756653222,375.265719557693,330.862756653222,"Minnesota"
"14751",711,23,30,1,0,"Cardiovascular","Black","Male","Minnesota",1998,"West North Central","Midwest","MN",326.492254768266,367.217616126914,418.844992159579,367.217616126914,"Minnesota"
"14752",712,23,30,1,0,"Communicable","Black","Male","Minnesota",1998,"West North Central","Midwest","MN",63.8155569225099,81.8446950544623,106.117482505349,81.8446950544623,"Minnesota"
"14753",713,23,30,1,0,"Injuries","Black","Male","Minnesota",1998,"West North Central","Midwest","MN",96.92713961393,107.148946846041,120.442771167688,107.148946846041,"Minnesota"
"14754",714,23,30,1,0,"Non-communicable","Black","Male","Minnesota",1998,"West North Central","Midwest","MN",105.417552867759,120.776637155574,146.889752723405,120.776637155574,"Minnesota"
"14755",715,23,30,1,1,"All other causes","Black","Female","Minnesota",1998,"West North Central","Midwest","MN",133.460921672346,151.54773076183,174.713131349947,151.54773076183,"Minnesota"
